"","Inc","Capital","Hours","Age","Industry","Education","Marital","Occupation"
"438",">$50K",0,37,70,"Private","High School","Married","Admin"
"439","<=$50K",0,36,29,"Private","Min","Married","Trades"
"440",">$50K",0,39,67,"Private","High School","Never Married","Trades"
"441",">$50K",0,38,55,"Private","Bach","Married","Specialist"
"442","<=$50K",0,19,42,"Private","Min","Never Married","Trades"
"443",">$50K",0,35,39,"Private","Bach","Married","Admin"
"444",">$50K",1956,26,69,"Private","Bach","Married","Agricultural"
"445",">$50K",0,33,51,"Private","Min","Married","Management"
"446",">$50K",0,36,57,"Private","High School","Never Married","Management"
"447",">$50K",0,37,73,"Govt","High School","Never Married","Trades"
"448",">$50K",0,28,60,"Private","Bach","Married","Management"
"449","<=$50K",0,9,76,"Private","Min","Never Married","Management"
"450",">$50K",0,42,49,"Private","High School","Never Married","Management"
"451",">$50K",1579,34,64,"Private","High School","Divorced","Trades"
"452",">$50K",0,30,46,"Private","Master","Divorced","Management"
"453",">$50K",0,48,32,"Private","High School","Married","Management"
"454","<=$50K",0,28,37,"Private","Bach","Married","Management"
"455","<=$50K",0,32,21,"Private","High School","Married","Admin"
"456",">$50K",0,46,60,"Private","High School","Divorced","Trades"
"457",">$50K",0,28,48,"Govt","Bach","Never Married","Trades"
"458",">$50K",0,37,70,"Private","High School","Married","Management"
"459","<=$50K",0,19,40,"Govt","Bach","Never Married","Management"
"460","<=$50K",0,39,28,"Private","Min","Never Married","Agricultural"
"461","<=$50K",0,14,72,"Govt","Bach","Married","Management"
"462",">$50K",0,58,46,"Govt","Min","Married","Admin"
"463","<=$50K",0,39,24,"Private","Min","Married","Admin"
"464",">$50K",0,31,46,"Self-Emp","Bach","Never Married","Admin"
"465","<=$50K",0,19,74,"Private","Bach","Divorced","Admin"
"466",">$50K",0,37,39,"Private","Min","Never Married","Specialist"
"467",">$50K",0,31,57,"Private","Bach","Married","Trades"
"468",">$50K",0,43,58,"Private","Bach","Never Married","Specialist"
"469","<=$50K",0,22,41,"Self-Emp","Min","Married","Admin"
"470",">$50K",0,54,26,"Private","Bach","Widowed","Management"
"471","<=$50K",0,4,83,"Private","Min","Married","Trades"
"472","<=$50K",0,23,58,"Self-Emp","Min","Married","Management"
"473","<=$50K",0,20,68,"Private","Bach","Never Married","Admin"
"474","<=$50K",0,47,23,"Private","Bach","Never Married","Agricultural"
"475","<=$50K",3021,25,24,"Private","Bach","Widowed","Trades"
"476",">$50K",0,30,60,"Private","Bach","Never Married","Admin"
"477","<=$50K",0,43,25,"Self-Emp","Bach","Never Married","Agricultural"
"478",">$50K",0,55,24,"Govt","Min","Widowed","Specialist"
"479",">$50K",0,38,48,"Private","High School","Married","Agricultural"
"480","<=$50K",2604,12,71,"Private","Min","Divorced","Admin"
"481",">$50K",0,86,31,"Private","Master","Married","Admin"
"482",">$50K",0,62,46,"Private","High School","Married","Admin"
"483",">$50K",2067,49,49,"Private","High School","Divorced","Management"
"484",">$50K",0,39,53,"Private","Bach","Never Married","Admin"
"485",">$50K",0,29,44,"Private","Bach","Never Married","Agricultural"
"486","<=$50K",0,26,40,"Self-Emp","Min","Married","Specialist"
"487","<=$50K",0,47,25,"Private","High School","Married","Admin"
"488",">$50K",0,40,57,"Private","High School","Married","Agricultural"
"489","<=$50K",0,9,80,"Private","Master","Never Married","Admin"
"490",">$50K",0,46,68,"Private","High School","Married","Admin"
"491","<=$50K",1153,26,28,"Private","Master","Never Married","Agricultural"
"492",">$50K",0,54,59,"Private","High School","Married","Trades"
"493","<=$50K",0,13,77,"Private","Min","Married","Admin"
"494","<=$50K",0,34,34,"Private","High School","Divorced","Admin"
"495","<=$50K",0,37,22,"Private","Bach","Married","Agricultural"
"496",">$50K",0,41,45,"Private","Master","Never Married","Admin"
"497",">$50K",0,59,58,"Private","Min","Divorced","Management"
"498","<=$50K",0,4,82,"Private","Bach","Never Married","Trades"
"499",">$50K",0,34,63,"Private","Bach","Married","Management"
"500",">$50K",690,41,35,"Govt","High School","Divorced","Admin"
"501","<=$50K",0,18,74,"Private","High School","Divorced","Admin"
"502","<=$50K",0,16,75,"Self-Emp","High School","Married","Management"
"503",">$50K",0,43,41,"Private","High School","Married","Trades"
"504","<=$50K",0,48,23,"Private","High School","Married","Admin"
"505",">$50K",0,31,56,"Private","Master","Married","Trades"
"506",">$50K",0,45,60,"Private","High School","Divorced","Agricultural"
"507",">$50K",0,45,31,"Private","Master","Never Married","Agricultural"
"508","<=$50K",0,22,65,"Self-Emp","Bach","Married","Specialist"
"509","<=$50K",0,20,23,"Self-Emp","Bach","Married","Agricultural"
"510","<=$50K",0,15,37,"Private","Min","Married","Management"
"511","<=$50K",0,24,57,"Private","High School","Married","Management"
"512",">$50K",0,44,55,"Private","Min","Married","Specialist"
"513",">$50K",0,34,70,"Private","High School","Never Married","Admin"
"514",">$50K",0,29,42,"Govt","Bach","Never Married","Admin"
"515",">$50K",0,31,63,"Private","High School","Never Married","Management"
"516","<=$50K",0,27,44,"Self-Emp","High School","Married","Admin"
"517",">$50K",0,37,47,"Private","Bach","Married","Trades"
"518",">$50K",0,49,33,"Private","Bach","Married","Trades"
"519","<=$50K",0,4,81,"Private","High School","Married","Admin"
"520",">$50K",2804,41,44,"Private","High School","Married","Admin"
"521","<=$50K",0,14,75,"Govt","Min","Never Married","Agricultural"
"522","<=$50K",0,14,77,"Private","High School","Married","Trades"
"523","<=$50K",0,11,78,"Private","High School","Married","Agricultural"
"524","<=$50K",2012,12,76,"Self-Emp","Master","Married","Specialist"
"525",">$50K",0,40,39,"Private","High School","Married","Admin"
"526","<=$50K",0,19,75,"Private","Min","Divorced","Agricultural"
"527","<=$50K",0,35,26,"Self-Emp","High School","Never Married","Admin"
"528",">$50K",0,44,31,"Private","Min","Never Married","Specialist"
"529",">$50K",0,40,62,"Private","Master","Divorced","Admin"
"530",">$50K",0,47,67,"Private","High School","Married","Agricultural"
"531",">$50K",0,64,23,"Govt","High School","Never Married","Agricultural"
"532",">$50K",0,74,37,"Private","High School","Divorced","Agricultural"
"533",">$50K",0,42,60,"Private","Min","Married","Management"
"534",">$50K",0,51,57,"Private","Bach","Married","Admin"
"535",">$50K",0,47,33,"Private","Min","Never Married","Specialist"
"536","<=$50K",0,37,31,"Self-Emp","Bach","Divorced","Specialist"
"537","<=$50K",0,2,84,"Private","Bach","Married","Admin"
"538","<=$50K",0,21,46,"Private","Bach","Married","Admin"
"539",">$50K",0,68,25,"Private","High School","Never Married","Admin"
"540","<=$50K",1258,22,75,"Govt","Min","Never Married","Trades"
"541","<=$50K",0,54,18,"Private","Min","Married","Agricultural"
"542","<=$50K",0,2,84,"Private","High School","Married","Trades"
"543","<=$50K",0,16,55,"Private","Min","Never Married","Admin"
"544",">$50K",0,62,62,"Private","Master","Never Married","Specialist"
"545","<=$50K",0,3,84,"Self-Emp","Bach","Widowed","Specialist"
"546","<=$50K",0,16,74,"Private","Min","Married","Management"
"547","<=$50K",0,10,72,"Private","Min","Divorced","Agricultural"
"548","<=$50K",0,23,20,"Govt","High School","Divorced","Agricultural"
"549","<=$50K",0,50,19,"Govt","Bach","Widowed","Agricultural"
"550",">$50K",0,43,56,"Private","Bach","Married","Agricultural"
"551","<=$50K",0,30,29,"Self-Emp","High School","Never Married","Trades"
"552","<=$50K",0,32,30,"Private","High School","Never Married","Agricultural"
"553","<=$50K",0,8,81,"Private","High School","Divorced","Trades"
"554","<=$50K",0,33,21,"Private","Bach","Married","Agricultural"
"555","<=$50K",0,23,54,"Private","High School","Married","Admin"
"556",">$50K",0,41,53,"Govt","Bach","Married","Trades"
"557",">$50K",0,53,49,"Private","High School","Married","Agricultural"
"558",">$50K",0,37,54,"Private","High School","Widowed","Agricultural"
"559","<=$50K",0,13,33,"Self-Emp","Min","Married","Trades"
"560","<=$50K",0,40,24,"Govt","Master","Married","Admin"
"561",">$50K",0,52,59,"Private","High School","Never Married","Agricultural"
"562","<=$50K",0,24,32,"Self-Emp","Min","Never Married","Agricultural"
"563",">$50K",0,34,60,"Private","Bach","Married","Management"
"564",">$50K",0,34,68,"Private","Min","Married","Management"
"565","<=$50K",1929,29,34,"Private","Bach","Never Married","Admin"
"566","<=$50K",0,22,73,"Private","Min","Married","Trades"
"567","<=$50K",1878,39,22,"Private","Min","Widowed","Trades"
"568","<=$50K",0,47,24,"Private","High School","Married","Trades"
"569","<=$50K",0,11,77,"Self-Emp","High School","Divorced","Admin"
"570",">$50K",0,39,44,"Private","Min","Never Married","Specialist"
"571",">$50K",894,29,64,"Govt","High School","Widowed","Trades"
"572",">$50K",1244,31,36,"Private","Bach","Married","Admin"
"573","<=$50K",0,37,22,"Private","Bach","Never Married","Specialist"
"574","<=$50K",0,8,80,"Private","High School","Married","Specialist"
"575",">$50K",0,34,46,"Private","Master","Never Married","Agricultural"
"576",">$50K",1613,25,50,"Private","Bach","Married","Admin"
"577","<=$50K",0,29,32,"Private","Bach","Never Married","Trades"
"578",">$50K",0,35,60,"Private","Master","Never Married","Specialist"
"579",">$50K",0,55,51,"Private","Bach","Never Married","Admin"
"580",">$50K",0,29,53,"Private","Bach","Divorced","Specialist"
"581","<=$50K",0,14,78,"Private","High School","Divorced","Management"
"582","<=$50K",0,14,68,"Private","Bach","Widowed","Management"
"583",">$50K",0,38,51,"Private","High School","Never Married","Agricultural"
"584","<=$50K",0,26,35,"Private","Min","Married","Management"
"585","<=$50K",1105,5,82,"Other","Bach","Married","Trades"
"586",">$50K",0,44,58,"Private","High School","Married","Management"
"587",">$50K",2557,47,54,"Private","High School","Never Married","Management"
"588","<=$50K",0,19,19,"Private","High School","Married","Management"
"589","<=$50K",0,45,24,"Private","Bach","Never Married","Agricultural"
"590",">$50K",0,55,24,"Private","Bach","Widowed","Specialist"
"591","<=$50K",0,22,65,"Private","Bach","Divorced","Management"
"592",">$50K",0,31,48,"Private","High School","Never Married","Trades"
"593",">$50K",0,42,46,"Private","High School","Married","Admin"
"594",">$50K",0,34,72,"Private","High School","Never Married","Agricultural"
"595","<=$50K",0,43,28,"Private","Bach","Never Married","Specialist"
"596","<=$50K",0,43,28,"Private","Min","Married","Admin"
"597","<=$50K",0,42,24,"Self-Emp","High School","Married","Specialist"
"598","<=$50K",0,13,75,"Private","Bach","Divorced","Trades"
"599","<=$50K",0,28,69,"Private","Min","Never Married","Agricultural"
"600","<=$50K",0,17,35,"Govt","Min","Married","Trades"
"601","<=$50K",0,42,27,"Private","Bach","Married","Agricultural"
"602",">$50K",0,40,52,"Private","Bach","Married","Admin"
"603","<=$50K",0,8,79,"Self-Emp","Min","Never Married","Specialist"
"604","<=$50K",2644,16,75,"Govt","High School","Divorced","Specialist"
"605",">$50K",0,26,55,"Private","Bach","Never Married","Management"
"606","<=$50K",0,43,27,"Private","High School","Married","Management"
"607",">$50K",0,28,66,"Govt","Bach","Married","Agricultural"
"608","<=$50K",0,24,68,"Private","Min","Never Married","Specialist"
"609","<=$50K",0,24,54,"Private","Bach","Never Married","Management"
"610",">$50K",0,37,33,"Private","Bach","Divorced","Agricultural"
"611",">$50K",0,40,50,"Govt","Bach","Widowed","Management"
"612","<=$50K",0,34,20,"Private","Min","Married","Trades"
"613","<=$50K",0,17,75,"Self-Emp","Bach","Never Married","Specialist"
"614","<=$50K",0,12,72,"Private","Bach","Married","Management"
"615","<=$50K",0,14,69,"Self-Emp","Min","Never Married","Specialist"
"616",">$50K",0,32,71,"Private","Bach","Married","Specialist"
"617","<=$50K",2066,45,22,"Govt","Min","Married","Agricultural"
"618",">$50K",0,41,39,"Private","Min","Never Married","Trades"
"619",">$50K",2297,40,62,"Private","High School","Married","Agricultural"
"620","<=$50K",0,24,29,"Private","Bach","Never Married","Specialist"
"621",">$50K",0,58,36,"Private","High School","Married","Agricultural"
"622",">$50K",0,55,46,"Private","High School","Married","Specialist"
"623",">$50K",0,60,31,"Private","Master","Divorced","Management"
"624",">$50K",0,29,64,"Private","Bach","Widowed","Admin"
"625","<=$50K",0,33,24,"Private","Bach","Married","Trades"
"626",">$50K",566,28,63,"Private","Bach","Married","Specialist"
"627",">$50K",0,33,50,"Private","Bach","Never Married","Management"
"628","<=$50K",1542,18,48,"Other","Min","Never Married","Management"
"629","<=$50K",0,36,28,"Govt","Bach","Married","Agricultural"
"630","<=$50K",0,23,20,"Self-Emp","High School","Divorced","Trades"
"631",">$50K",0,43,30,"Private","Bach","Never Married","Agricultural"
"632",">$50K",0,38,63,"Private","Bach","Married","Management"
"633","<=$50K",0,11,78,"Private","Min","Married","Agricultural"
"634","<=$50K",0,10,81,"Govt","High School","Divorced","Agricultural"
"635",">$50K",0,53,57,"Private","High School","Never Married","Management"
"636","<=$50K",0,23,20,"Govt","High School","Married","Agricultural"
"637","<=$50K",0,32,31,"Govt","Bach","Divorced","Trades"
"638","<=$50K",0,34,27,"Private","Min","Married","Management"
"639","<=$50K",0,23,28,"Private","Min","Married","Management"
"640",">$50K",0,36,52,"Private","High School","Never Married","Agricultural"
"641",">$50K",0,32,61,"Private","Master","Widowed","Agricultural"
"642",">$50K",1183,64,45,"Private","Bach","Divorced","Specialist"
"643",">$50K",0,48,35,"Private","High School","Married","Management"
"644","<=$50K",0,37,23,"Private","High School","Never Married","Agricultural"
"645",">$50K",0,49,47,"Govt","Min","Never Married","Admin"
"646","<=$50K",0,31,72,"Other","High School","Never Married","Admin"
"647","<=$50K",4761,4,81,"Private","Min","Never Married","Trades"
"648",">$50K",0,37,67,"Private","Bach","Never Married","Trades"
"649",">$50K",0,43,40,"Private","Min","Divorced","Management"
"650","<=$50K",0,6,80,"Govt","Min","Married","Admin"
"651","<=$50K",963,13,71,"Private","Bach","Married","Agricultural"
"652","<=$50K",0,29,71,"Private","High School","Never Married","Trades"
"653","<=$50K",0,31,29,"Private","High School","Married","Agricultural"
"654","<=$50K",0,21,74,"Govt","Bach","Married","Trades"
"655","<=$50K",0,38,23,"Private","Min","Married","Agricultural"
"656",">$50K",0,36,39,"Govt","High School","Married","Trades"
"657","<=$50K",0,14,76,"Private","Bach","Married","Agricultural"
"658","<=$50K",0,2,84,"Private","Master","Married","Specialist"
"659",">$50K",0,30,49,"Private","Master","Never Married","Specialist"
"660",">$50K",0,46,34,"Private","High School","Never Married","Agricultural"
"661",">$50K",0,41,48,"Govt","High School","Married","Agricultural"
"662","<=$50K",0,26,75,"Self-Emp","Min","Married","Agricultural"
"663",">$50K",0,50,62,"Private","High School","Never Married","Admin"
"664",">$50K",0,51,59,"Private","Master","Widowed","Trades"
"665",">$50K",0,43,36,"Private","Bach","Never Married","Agricultural"
"666","<=$50K",0,21,71,"Govt","Min","Married","Trades"
"667","<=$50K",0,3,83,"Private","Min","Divorced","Trades"
"668","<=$50K",0,21,29,"Private","High School","Never Married","Agricultural"
"669","<=$50K",0,14,77,"Private","Min","Married","Management"
"670","<=$50K",0,16,70,"Govt","Bach","Never Married","Trades"
"671","<=$50K",0,28,29,"Self-Emp","Bach","Never Married","Specialist"
"672","<=$50K",0,34,34,"Self-Emp","Bach","Married","Admin"
"673",">$50K",0,53,52,"Private","Bach","Married","Admin"
"674",">$50K",0,29,42,"Private","Master","Never Married","Admin"
"675",">$50K",0,34,36,"Private","High School","Divorced","Agricultural"
"676",">$50K",0,37,34,"Private","High School","Never Married","Admin"
"677","<=$50K",0,26,67,"Private","Master","Married","Agricultural"
"678","<=$50K",0,30,29,"Self-Emp","Min","Married","Trades"
"679",">$50K",0,33,59,"Private","Min","Never Married","Agricultural"
"680","<=$50K",0,17,72,"Private","Bach","Married","Trades"
"681",">$50K",0,45,36,"Private","Bach","Married","Specialist"
"682","<=$50K",0,11,76,"Self-Emp","High School","Married","Specialist"
"683","<=$50K",1556,37,23,"Self-Emp","Min","Married","Admin"
"684",">$50K",0,51,42,"Private","High School","Married","Management"
"685","<=$50K",0,14,78,"Private","High School","Married","Specialist"
"686",">$50K",0,32,54,"Govt","High School","Divorced","Agricultural"
"687","<=$50K",0,46,26,"Private","Min","Married","Agricultural"
"688",">$50K",0,38,44,"Govt","High School","Married","Agricultural"
